Sno,Title,Date,User,text
2135,Chainsaw Man,2022-12-13,ZombieBits,"\"Its CAMP darling In a landscape where \"\"I am 15 and this is deep\"\" shounen anime thrives"
2136,Mahoutsukai no Yome,2022-12-13,Halofan1997,"The Ancient Magus’ Bride is unbridled female wish fulfillment and one of the few examples of one in any medium that is actually good. In anime, it’s the ONLY one"
2137,One Piece,2022-12-13,SkinnyPeach,It was almost 3 years ago that I decided it was time to start the grates adventure ever told. Let me tell you it wasn't an easy start. Going into
2138,Hajime no Ippo,2022-12-13,gonnabeastepdad,Wow. An easily digestible boxing anime that actually teaches you about boxing from the basics. Hajime No Ippo or Fighting Spirit is an amazing anime following Ippo on his journey
2139,Hunter x Hunter (2011),2022-12-13,Kobushiabiru,"Happily throwing a ten on the pile. The greatest masterpiece of the decade. Timeless music, beautiful and consistent animation and art, amazing characters, in-depth plot and character development, incredible pacing"
2140,Kumichou Musume to Sewagakari,2022-12-13,IgnitedJesus,A perfect balance between wholesome relationship building and gritty reality of the life of someone who lives in the world of the Yakuza Plot: Kirshima is the first lieutenant to
2141,Lapis Re:LiGHTs,2022-12-13,SpringfieldM1903,A unique school idol anime in a fantasy setting. Think Harry Potter but with singing and less plot. I really enjoyed all the songs featured in the anime to the
2142,Nichijou,2022-12-13,GwenPineapple,"It's very funny for the first half of its run, and then a little bit after that, but its main strengths - the intensity and extremity of its antics -"
2143,Gyakkyou Burai Kaiji: Ultimate Survivor,2022-12-13,CMF96,TL;DR: This is a must-watch if you like high-stakes gambling plots. It's a bit slow but there are some truly interesting twists in each of the games Kaiji participates in.
2144,Kiseijuu: Sei no Kakuritsu,2022-12-13,Ludwig_Anarcheon,"Plot: 9 - Beautiful to a disturbing extent, this anime does a great job in character development and progression. Ep 6 - 18 are near flawless, the themes covered along"
2145,Sakura-sou no Pet na Kanojo,2022-12-13,Iamdann,"“I pretended it was someone else’s fault that nothing happened. But I was wrong. If you put your mind to it, you can change the color of your world in"
2146,Cyberpunk: Edgerunners,2022-12-13,ma1kawa11,"I do not ever have high hopes for Netflix adaptations, because a lot of their shows tend to be watered down content. Likewise, I did not have high hopes considered"
2147,Kantai Collection: KanColle,2022-12-13,ThorLL,"My shipfu is the best shipfu. 'Not Hoteru, Hoteeeel' It is one the anime that make girls better and more likable in the men's eyes. It has both plenty of"
2148,Barakamon,2022-12-13,Ludwig_Anarcheon,"Plot: 8.5 - Excellent plot and problem progression, initially the show felt quite slow given it was a bunch of a dialogue and background scenes. However, as the anime develops,"
2110,Yaku nara Mug Cup mo: Niban Gama,2022-12-14,chips901,"I'm genuinely shocked. I can't believe that they made a more powerful follow-up to a POTTERY ANIME of all things. As the perilous artist's journey continues, it doesn't make for"
2111,Tenshi no Tamago,2022-12-14,DISKOWN,Tenshi no Tamago is so vague and ambiguous that every viewing can elicit different interpretations. This plays well with the haunting atmosphere allowing the viewer's imagination to run rampant filling
2112,Diamond no Ace: Act II,2022-12-14,PixelB,This will go over the anime series as a whole. Anime always manages to transform the most boring ass sports into shows that are actually exciting. I actually hate watching
2113,Bocchi the Rock!,2022-12-14,StudioSokki,Bocchi the Rock is like WataMote + K-On! except even better because the characters actually practice their instruments and Bocchi does progress with coming out of her shell and making
2114,Tensei shitara Ken deshita,2022-12-14,DivinityV12,"Not a bad watch for an anime which was meant to be seasonal fodder. With the pacing the anime, it was actually decent with it getting right to the point"
2115,5-toubun no Hanayome Movie,2022-12-14,SixPathsKage,"I don’t even know where to begin with this movie, but like, it is the greatest movie of all time. I went to the theaters with my fiancé on friday"
2116,Bocchi the Rock!,2022-12-14,Fairtale,"If you love music or, even better, if you are a musician, you might love this as much as I. This might be the anime that ftakes the place of"
2117,Oemojisangjuui,2022-12-14,NewCityRaza,"I really Enjoyed watching this anime, it was short, but it was a fun watch, with a great moral to the story Without giving anything away, the story is basically"
2118,Elfen Lied,2022-12-14,eeyk,"Elfen Lied is a controversial anime series known for its graphic violence and explicit content. Many viewers are drawn to the show despite its disturbing themes, and it has become"
2119,Mob Psycho 100 III,2022-12-14,BackInRed,"Mob Psycho is a rare example of a creator in utter, complete control of his own craft. And said creator has something to say, important things. About self-improvement, human relationships"
2120,Kakegurui,2022-12-14,rawrmcwhacko,I genuinely liked this show. I thought it was really smart and a good anime all in all. It is not something deep but it is something that will entertain
2121,Dragon Ball Super,2022-12-14,DracullaDDragon,It's one of my favourites. Why!!!!!??? Becoz it has everything in as short episodes as possible and creator didn't stretch this one as they did with some episodes in DBZ.
2122,Munou na Nana,2022-12-14,Vivghost,Good story !!!!! All I say it's a good story it's more like a murder mystery from a negative character point of view which give this story a very unique
2123,Tensei shitara Ken deshita,2022-12-14,MyGo,"\"Reincarnated as a Sword Most people probably would get turned off by \"\"reincarnated...\"\" on the title alone But honestly"
2124,Tensei shitara Ken deshita,2022-12-14,WuXu,Reincarnated as a Sword is finally over and it is one of the weird reincarnation/Isekai entries. Story-7 A man dies and is reincarnated as a sword rather than a person/beast
2125,Oemojisangjuui,2022-12-14,Zangetssu,"A lovely emotional piece of art based on webtoons, about a poor, young outsider in school, who's regularly beaten up by class-mates while living with his mom in a small,"
2126,Tensei shitara Ken deshita,2022-12-14,TheAsterNaut,"Reincarnated as a Sword sounds like a boring gimmick, but it does a suprising job of mixing classic fantasy and isekai. The man in the sword is of course somewhat"
2127,Arifureta Shokugyou de Sekai Saikyou,2022-12-14,ShadowPledge_,"Ok ok hear me out. The anime is SO BAD it's good. Episode 1 starts off the anime really well, it's dark and gritty. However, the anime devolves into something"
2128,Tensei shitara Ken deshita,2022-12-14,Mcsuper,"Isekais are a dime a dozen these days, and it’s not every day you find a really special one. I wouldn’t go out of my way to recommend this one,"
2129,Chiikawa,2022-12-14,supernyancat,This anime was so deep that I literally couldn’t stop shaking and crying for days. It made me rethink all of the decisions and regrets I had made in my
2130,Bleach: Sennen Kessen-hen,2022-12-14,chariotmyth,"My review my change when the story reach the final act of the final arc, however, I think Bleach is doing a fantastic job as a Long-running shounen manga, although"
2131,Oemojisangjuui,2022-12-14,ttcchen,I felt obligated to write this review to defend Lookism because none of the top reviews accurately and objectively depicted what this show is about (some are so factually wrong
2132,Oemojisangjuui,2022-12-14,Lazyeast,"I'm seeing pretty mixed reviews on this but me personally i enjoyed it. first i want to say i have never read the manhwa, i remember a long time ago"
2096,Mob Psycho 100,2022-12-15,randomath,Mob is like supernatural psychic Saitama (from one punch man) except he barely realizes he has crazy powers. A lot of the characters are really unique and fun to watch.
2097,Kino no Tabi: The Beautiful World - The Animated Series,2022-12-15,randomath,"Just as a heads up, I haven't read the manga or watched the original, but I still enjoyed the remake overall. Kino's journey is a very beautiful and relaxing anime"
2098,Chainsaw Man,2022-12-15,Vyaiskaya,"\"So far, so good. My first thought was, \"\"Chainsawman? Is that the kind of name \"\"popular\"\" mass market anime get?\"\" I wasan't sure it would be note-worthy either"
2099,Aharen-san wa Hakarenai,2022-12-15,uniqueindividual,"This anime is a low key comedy. It surrounds Aharen, who doesn't have a grasp on personal space due to her soft voice and depth perception issues, and Raido, who"
2100,Shingeki no Kyojin: The Final Season Part 2,2022-12-15,Alice23_,"Shingeki no Kyojin is a gem, a masterpiece and everything in it including storyline, plot, characters, animation, BGM, sounds, OP, ED and quotes is perfect. I can't express in words"
2101,Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,2022-12-15,aaeiou12123,"I've watched all UtaPri has to offer, and I must say, this is one of the best stuff they've put out in a while. I'd say its best attribute is"
2102,Akuyaku Reijou nano de Last Boss wo Kattemimashita,2022-12-15,i-like-this,My Next Life As a Waifu. Anime about protagonists getting trapped in otome games have been becoming more and more frequent and popular as of late and it’s not hard
2103,Bleach: Sennen Kessen-hen,2022-12-15,waheednjd,after seeing a lot of hate and many who didn't review it as it is. I only have a few words which maybe will clear things up. many love other
2104,Made in Abyss: Retsujitsu no Ougonkyou,2022-12-15,pnob32,A much more compelling story in and of itself compared to season 1. The themes of adventuring and finding your purpose and home in the adventure of the unknown have
2105,Akiba Meido Sensou,2022-12-15,benevida,"Imagine a world where yakuza don't hang out in small offices, entertaining only people that owe them money, but instead they run maid cafes... as cute maids. Sound ridiculous? That's"
2106,Chainsaw Man,2022-12-15,RyukyZ,You could really say that this anime is like the Dark Souls of animes. They really know how to do a slice of life/shounen to present characters that make you
2107,Isekai Yakkyoku,2022-12-15,Ekamin2002,An isekai that is actually decent. Going into this I expected it to be some random dude transported into a fantasy world and stay a chill life on a county
2108,Oemojisangjuui,2022-12-15,yosluq,"Really good, but you may have mixed feelings. It's an 8/10 for me, it gave me mixed feelings of sadness and joy. We can see the psychological effect that bullying"
2109,Summertime Render,2022-12-15,remeemes,"No spoilers! Summertime Render is a mystery thriller that grabs your attention and does not let go. It is well paced, has a complex story, great characters, a stellar cast,"
2067,Neon Genesis Evangelion,2022-12-16,1mDm,Neon Genesis Evangelion is a show about the human experience. Evangelion is a raw glimpse into the mind of anime-auteur director Hideaki Anno. It's a work defined not by what
